,SessionId,VisitorId,ShopperId,serverTime,PageName,PageSection,PageStage,ActualDeviceUIType,UserAgent,_new_repeat,_visit_number,channel_id,customer_detail,CouponCode,OperatingSystem,ComboIdSelected,TilePositionSelected,PageNumberSelected,PerPageSelected,SessionStepSelected,GalleryActionSelected,ProjectFlowSelected,GeoCountry,GeoRegion,GeoState,GeoCity,GeoPostalCode,combo_id,attribute_id,attribute_name,attribute_value
174229,13446,13358,4953,80587,35,0,0,0,1151,1,0,7,32,33,5,8066,24,79,0,115,0,1,0,45,45,2890,5019,8066,1362,Color,White
174230,13446,13358,4953,80587,35,0,0,0,1151,1,0,7,32,33,5,8066,24,79,0,115,0,1,0,45,45,2890,5019,8066,1362,Color,Green
174626,560,555,209,57490,23,0,0,0,1160,0,0,17,0,0,5,551,4,141,0,63,3,1,0,37,37,543,3199,551,1362,Color,Gray
174638,7141,7083,2567,24146,32,0,0,0,1012,0,0,17,0,22,5,551,14,141,0,18,3,0,0,22,22,1011,1285,551,1362,Color,Gray
174650,7141,7083,2567,24267,32,0,0,0,1012,0,0,17,0,22,5,551,14,141,0,18,2,0,0,22,22,1011,1285,551,1362,Color,Gray
174662,7141,7083,2567,24309,32,0,0,0,1012,0,0,17,0,22,5,551,14,141,0,18,3,0,0,22,22,1011,1285,551,1362,Color,Gray
174708,590,585,217,57523,20,0,0,0,1160,1,19,17,39,22,5,77,0,180,0,333,4,1,0,12,12,1771,2123,77,1362,Color,White
174718,3020,3009,2,75475,20,0,0,1,1340,0,11,5,2,26,2,77,13,0,0,311,3,1,0,36,36,951,706,77,1362,Color,White
174728,3020,3009,2,75502,20,0,0,1,1340,0,11,5,2,26,2,77,0,0,0,311,1,1,0,36,36,951,706,77,1362,Color,White
174738,11793,11709,4311,45771,20,0,0,2,1256,0,11,5,0,97,2,77,12,0,0,343,3,1,0,46,46,2499,5368,77,1362,Color,White
174769,558,553,208,57540,32,0,0,1,450,1,23,22,79,22,0,2805,24,195,0,319,0,1,0,33,33,1953,477,2805,1362,Color,Purple
174784,558,553,208,57543,32,0,0,1,450,1,23,22,79,22,0,2806,24,195,0,319,0,1,0,33,33,1953,477,2806,1362,Color,Blue
174789,558,553,208,57543,32,0,0,1,450,1,23,22,79,22,0,2806,24,195,0,319,0,1,0,33,33,1953,477,2806,1362,Color,Yellow
174803,596,591,220,57585,32,0,0,0,791,1,0,22,3,22,4,191,24,0,2,321,3,1,0,12,12,123,2031,191,1362,Color,White
174815,596,591,220,57671,32,0,0,0,791,1,0,22,3,22,4,191,0,0,2,321,2,1,0,12,12,123,2031,191,1362,Color,White
174827,596,591,220,58181,32,0,0,0,791,1,0,22,3,22,4,191,24,0,2,321,3,1,0,12,12,123,2031,191,1362,Color,White
174839,596,591,220,58480,32,0,0,0,791,1,0,22,3,22,4,191,0,0,2,321,4,1,0,12,12,123,2031,191,1362,Color,White
174851,1985,1977,694,17013,32,0,0,0,988,1,23,8,60,0,5,191,35,0,0,2,3,1,0,6,6,2508,5817,191,1362,Color,White
174863,2967,2958,2,71991,23,0,0,0,1012,0,0,1,2,0,5,191,13,141,0,41,3,1,0,21,21,338,98,191,1362,Color,White
174875,2967,2958,2,72032,23,0,0,0,1012,0,0,1,2,0,5,191,13,141,0,41,2,1,0,21,21,338,98,191,1362,Color,White
174887,11768,11684,4302,45903,20,0,0,0,1012,0,0,5,0,97,5,191,0,62,0,85,4,1,0,16,16,3055,3961,191,1362,Color,White
174899,11768,11684,4302,45969,20,0,0,0,1012,0,0,5,0,97,5,191,0,62,0,85,4,1,0,16,16,3055,3961,191,1362,Color,White
174911,11768,11684,4302,46248,20,0,0,0,1012,0,0,5,0,97,5,191,0,62,0,85,4,1,0,16,16,3055,3961,191,1362,Color,White
174923,11768,11684,4302,46302,20,0,0,0,1012,0,0,5,0,97,5,191,0,62,0,85,2,1,0,16,16,3055,3961,191,1362,Color,White
174935,11768,11684,4302,46465,20,0,0,0,1012,0,0,5,0,97,5,191,0,62,0,85,1,1,0,16,16,3055,3961,191,1362,Color,White
174948,610,605,224,57645,20,0,0,0,1012,1,23,1,148,0,5,605,15,79,0,274,3,0,0,46,46,2499,5366,605,1362,Color,White
174962,8836,8773,3210,87285,32,0,0,0,1100,0,11,1,0,0,5,605,35,79,2,321,2,0,0,6,6,1600,5646,605,1362,Color,White
174976,10342,10270,2,82135,25,0,0,0,1028,0,0,17,2,0,5,605,12,182,0,74,3,1,0,37,37,363,3132,605,1362,Color,White
174997,560,555,209,57743,23,0,0,0,1160,0,0,17,0,0,5,4657,14,141,0,63,0,1,0,37,37,543,3199,4657,1362,Color,Brown
175006,560,555,209,57754,23,0,0,0,1160,0,0,17,0,0,5,4657,14,141,0,63,3,1,0,37,37,543,3199,4657,1362,Color,Brown
175015,560,555,209,57934,23,0,0,0,1160,0,0,17,0,0,5,4657,14,141,0,85,2,1,0,37,37,543,3199,4657,1362,Color,Brown
175024,13335,13247,4908,77243,20,0,0,0,1180,1,34,19,135,97,1,4657,11,13,0,4,2,0,0,45,45,1661,5093,4657,1362,Color,Brown
175064,560,555,209,58038,23,0,0,0,1160,0,0,17,0,0,5,2959,16,193,0,96,0,1,0,37,37,543,3199,2959,1362,Color,Orange
175071,560,555,209,58038,23,0,0,0,1160,0,0,17,0,0,5,2959,16,193,0,96,0,1,0,37,37,543,3199,2959,1362,Color,Green
175081,560,555,209,58045,23,0,0,0,1160,0,0,17,0,0,5,2960,16,193,0,96,0,1,0,37,37,543,3199,2960,1362,Color,Brown
175091,602,597,2,58097,20,0,0,0,1012,0,11,17,2,22,5,3880,1,79,0,116,3,1,0,39,39,2284,6283,3880,1362,Color,Red
175092,602,597,2,58097,20,0,0,0,1012,0,11,17,2,22,5,3880,1,79,0,116,3,1,0,39,39,2284,6283,3880,1362,Color,Orange
175093,602,597,2,58097,20,0,0,0,1012,0,11,17,2,22,5,3880,1,79,0,116,3,1,0,39,39,2284,6283,3880,1362,Color,Yellow
175104,1252,1247,2,60639,32,0,0,0,1075,0,0,22,2,22,5,3880,0,0,1,18,4,1,0,45,45,1274,4925,3880,1362,Color,Red
175105,1252,1247,2,60639,32,0,0,0,1075,0,0,22,2,22,5,3880,0,0,1,18,4,1,0,45,45,1274,4925,3880,1362,Color,Orange
175106,1252,1247,2,60639,32,0,0,0,1075,0,0,22,2,22,5,3880,0,0,1,18,4,1,0,45,45,1274,4925,3880,1362,Color,Yellow
175117,1252,1247,2,61517,32,0,0,0,1075,0,0,22,2,22,5,3880,0,0,1,30,4,1,0,45,45,1274,4925,3880,1362,Color,Red
175118,1252,1247,2,61517,32,0,0,0,1075,0,0,22,2,22,5,3880,0,0,1,30,4,1,0,45,45,1274,4925,3880,1362,Color,Orange
175119,1252,1247,2,61517,32,0,0,0,1075,0,0,22,2,22,5,3880,0,0,1,30,4,1,0,45,45,1274,4925,3880,1362,Color,Yellow
175130,4778,4752,2,9510,20,0,0,0,988,0,0,5,2,97,5,3880,35,79,0,299,3,1,0,11,11,2804,2453,3880,1362,Color,Red
175131,4778,4752,2,9510,20,0,0,0,988,0,0,5,2,97,5,3880,35,79,0,299,3,1,0,11,11,2804,2453,3880,1362,Color,Orange
175132,4778,4752,2,9510,20,0,0,0,988,0,0,5,2,97,5,3880,35,79,0,299,3,1,0,11,11,2804,2453,3880,1362,Color,Yellow
175143,5174,5142,2,28154,20,0,0,1,523,0,0,17,2,22,0,3880,14,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Red
175144,5174,5142,2,28154,20,0,0,1,523,0,0,17,2,22,0,3880,14,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Orange
175145,5174,5142,2,28154,20,0,0,1,523,0,0,17,2,22,0,3880,14,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Yellow
175156,5174,5142,2,28306,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Red
175157,5174,5142,2,28306,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Orange
175158,5174,5142,2,28306,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Yellow
175169,5174,5142,2,28420,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Red
175170,5174,5142,2,28420,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Orange
175171,5174,5142,2,28420,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,0,1,0,6,6,2876,5968,3880,1362,Color,Yellow
175182,5174,5142,2,28447,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,1,1,0,6,6,2876,5968,3880,1362,Color,Red
175183,5174,5142,2,28447,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,1,1,0,6,6,2876,5968,3880,1362,Color,Orange
175184,5174,5142,2,28447,20,0,0,1,523,0,0,17,2,22,0,3880,0,79,0,52,1,1,0,6,6,2876,5968,3880,1362,Color,Yellow
175195,5479,5445,2,26920,25,0,0,0,988,0,0,7,2,38,5,3880,13,204,0,198,3,1,0,44,44,662,2863,3880,1362,Color,Red
175196,5479,5445,2,26920,25,0,0,0,988,0,0,7,2,38,5,3880,13,204,0,198,3,1,0,44,44,662,2863,3880,1362,Color,Orange
175197,5479,5445,2,26920,25,0,0,0,988,0,0,7,2,38,5,3880,13,204,0,198,3,1,0,44,44,662,2863,3880,1362,Color,Yellow
175208,6008,5971,2151,5712,20,0,0,0,1194,0,0,1,0,0,1,3880,4,79,0,299,2,1,0,21,21,2899,30,3880,1362,Color,Red
175209,6008,5971,2151,5712,20,0,0,0,1194,0,0,1,0,0,1,3880,4,79,0,299,2,1,0,21,21,2899,30,3880,1362,Color,Orange
175210,6008,5971,2151,5712,20,0,0,0,1194,0,0,1,0,0,1,3880,4,79,0,299,2,1,0,21,21,2899,30,3880,1362,Color,Yellow
175221,8320,8259,2,31716,23,0,0,0,1103,0,0,22,2,22,5,3880,0,0,0,188,4,1,0,22,22,2197,1364,3880,1362,Color,Red
175222,8320,8259,2,31716,23,0,0,0,1103,0,0,22,2,22,5,3880,0,0,0,188,4,1,0,22,22,2197,1364,3880,1362,Color,Orange
175223,8320,8259,2,31716,23,0,0,0,1103,0,0,22,2,22,5,3880,0,0,0,188,4,1,0,22,22,2197,1364,3880,1362,Color,Yellow
175234,8625,8564,2,37149,35,0,0,0,982,0,0,5,2,87,5,3880,24,0,0,274,3,1,0,33,33,1352,539,3880,1362,Color,Red
175235,8625,8564,2,37149,35,0,0,0,982,0,0,5,2,87,5,3880,24,0,0,274,3,1,0,33,33,1352,539,3880,1362,Color,Orange
175236,8625,8564,2,37149,35,0,0,0,982,0,0,5,2,87,5,3880,24,0,0,274,3,1,0,33,33,1352,539,3880,1362,Color,Yellow
175247,8625,8564,2,37176,35,0,0,0,982,0,0,5,2,87,5,3880,0,0,0,274,0,1,0,33,33,1352,539,3880,1362,Color,Red
175248,8625,8564,2,37176,35,0,0,0,982,0,0,5,2,87,5,3880,0,0,0,274,0,1,0,33,33,1352,539,3880,1362,Color,Orange
175249,8625,8564,2,37176,35,0,0,0,982,0,0,5,2,87,5,3880,0,0,0,274,0,1,0,33,33,1352,539,3880,1362,Color,Yellow
175260,8834,8771,2,86063,23,0,0,0,1048,0,0,17,2,0,5,3880,1,0,0,299,3,1,0,3,3,263,2648,3880,1362,Color,Red
175261,8834,8771,2,86063,23,0,0,0,1048,0,0,17,2,0,5,3880,1,0,0,299,3,1,0,3,3,263,2648,3880,1362,Color,Orange
175262,8834,8771,2,86063,23,0,0,0,1048,0,0,17,2,0,5,3880,1,0,0,299,3,1,0,3,3,263,2648,3880,1362,Color,Yellow
175273,9691,9623,3544,86585,23,0,0,0,1192,0,19,22,1,33,1,3880,0,0,0,30,4,1,0,6,6,827,5760,3880,1362,Color,Red
175274,9691,9623,3544,86585,23,0,0,0,1192,0,19,22,1,33,1,3880,0,0,0,30,4,1,0,6,6,827,5760,3880,1362,Color,Orange
175275,9691,9623,3544,86585,23,0,0,0,1192,0,19,22,1,33,1,3880,0,0,0,30,4,1,0,6,6,827,5760,3880,1362,Color,Yellow
175285,617,612,227,58451,20,0,0,1,628,1,19,17,39,22,0,5039,7,193,0,321,2,1,0,38,38,3065,4638,5039,1362,Color,White
175294,983,977,2,59053,20,0,0,0,988,0,0,17,2,22,5,5039,13,62,0,85,2,1,0,29,29,917,1739,5039,1362,Color,White
175303,1619,1616,2,14732,20,0,0,1,74,0,0,22,2,22,0,5039,15,182,0,321,2,1,0,36,36,347,614,5039,1362,Color,White
175312,2300,2294,803,73612,20,0,0,0,898,0,0,17,0,22,4,5039,13,62,0,342,3,1,0,6,6,2129,5992,5039,1362,Color,White
175321,2300,2294,803,73659,20,0,0,0,898,0,0,17,0,22,4,5039,0,62,0,342,1,1,0,6,6,2129,5992,5039,1362,Color,White
175330,3673,3655,1295,20573,32,0,0,0,1012,1,11,17,118,97,5,5039,2,0,2,41,1,1,0,21,21,1334,96,5039,1362,Color,White
175339,3673,3655,1295,22261,20,0,0,0,1012,1,11,17,118,97,5,5039,2,0,2,149,1,1,0,21,21,1334,96,5039,1362,Color,White
175348,4295,4278,1510,5658,23,0,0,0,1172,1,0,17,3,22,5,5039,0,182,0,296,4,1,0,24,24,42,3534,5039,1362,Color,White
175357,4688,4664,1644,2413,32,0,0,0,999,1,0,1,68,85,5,5039,31,215,1,41,3,0,0,40,40,114,1060,5039,1362,Color,White
175366,4688,4664,1644,2551,32,0,0,0,999,1,0,1,68,85,5,5039,31,215,1,41,3,0,0,40,40,114,1060,5039,1362,Color,White
175375,4688,4664,1644,6301,32,0,0,0,999,1,0,1,68,85,5,5039,31,182,2,179,3,0,0,40,40,114,1060,5039,1362,Color,White
175384,4688,4664,1644,6326,32,0,0,0,999,1,0,1,68,85,5,5039,0,182,2,179,1,0,0,40,40,114,1060,5039,1362,Color,White
175393,6400,6353,2287,91763,23,0,0,0,1012,0,0,17,0,33,5,5039,0,182,0,274,4,1,0,45,45,2530,5168,5039,1362,Color,White
175402,6835,6781,2,8095,32,0,0,0,861,0,0,22,2,22,4,5039,46,79,2,295,2,0,0,33,33,2862,536,5039,1362,Color,White
175411,7150,7092,2569,28646,32,0,0,0,919,1,31,9,31,101,4,5039,0,0,0,298,4,1,0,42,42,1888,1883,5039,1362,Color,White
175420,9165,9101,3335,84139,20,0,0,0,988,1,23,17,113,0,5,5039,15,204,0,54,2,0,0,24,24,1480,3456,5039,1362,Color,White
175429,10145,10075,2,43173,20,0,0,0,1012,0,0,5,2,97,5,5039,94,0,2,299,2,1,0,16,16,438,3967,5039,1362,Color,White
175438,10414,10340,2,80645,20,0,0,0,919,0,0,7,2,33,4,5039,57,68,0,116,2,1,0,46,46,192,5395,5039,1362,Color,White
175447,11643,11561,2,45619,20,0,0,1,1319,0,23,22,2,22,2,5039,4,193,0,63,3,1,0,21,21,1258,5,5039,1362,Color,White
175456,12128,12044,2,80152,20,0,0,2,1243,0,0,5,2,97,2,5039,79,141,0,332,2,1,0,21,21,745,91,5039,1362,Color,White
175480,626,621,231,58587,27,0,0,0,919,0,19,1,0,22,4,10220,10,0,0,301,0,1,0,5,5,2875,5514,10220,1362,Color,Green
175494,627,622,2,58613,32,0,0,0,1012,0,11,17,2,22,5,4907,5,0,0,299,0,1,0,8,8,2764,305,4907,1362,Color,Red
175503,2313,2307,810,73591,32,0,0,0,976,0,0,14,0,0,5,4907,5,0,0,310,0,1,0,21,21,1953,133,4907,1362,Color,Red
175512,2313,2307,810,73599,32,0,0,0,976,0,0,14,0,0,5,4907,5,0,0,310,3,1,0,21,21,1953,133,4907,1362,Color,Red
175521,2313,2307,810,73611,32,0,0,0,976,0,0,14,0,0,5,4907,0,0,0,310,1,1,0,21,21,1953,133,4907,1362,Color,Red
175530,2303,2297,806,73769,20,0,0,1,1376,1,0,22,3,61,2,4907,8,79,0,274,0,1,0,45,45,982,4810,4907,1362,Color,Red
175539,3848,3828,2,2062,20,0,0,0,934,0,0,5,2,98,5,4907,14,204,0,343,0,1,0,29,29,418,1798,4907,1362,Color,Red
175548,4056,4040,2,73046,20,0,0,0,916,0,0,22,2,22,4,4907,79,0,0,321,0,1,0,36,36,352,689,4907,1362,Color,Red
175557,4317,4299,1517,3887,23,0,0,2,591,0,11,17,0,22,0,4907,24,0,0,159,0,1,0,11,11,1331,2166,4907,1362,Color,Red
175566,6079,6041,2169,96866,20,0,0,0,1075,1,0,17,65,97,5,4907,57,1,0,96,0,0,0,40,40,2325,1045,4907,1362,Color,Red
175575,7319,7261,2,29281,20,0,0,1,1376,0,32,7,2,65,2,4907,14,204,0,343,0,1,0,37,37,605,3055,4907,1362,Color,Red
175584,11332,11250,4139,48438,20,0,0,1,430,1,11,1,39,0,0,4907,14,204,0,321,0,1,0,44,44,554,2729,4907,1362,Color,Red
175593,13047,12956,2,94168,23,0,0,1,1376,0,0,17,2,0,2,4907,46,1,0,321,0,1,0,45,45,1274,4901,4907,1362,Color,Red
175602,13124,13033,4821,68296,20,0,0,1,533,1,19,17,39,0,0,4907,68,226,0,332,0,1,0,11,11,316,2534,4907,1362,Color,Red
175611,13160,13069,2,82769,20,0,0,1,446,0,0,17,2,0,0,4907,10,204,0,299,0,1,0,6,6,1600,5608,4907,1362,Color,Red
175620,627,622,2,58627,32,0,0,0,1012,0,11,17,2,22,5,4904,5,0,0,299,0,1,0,8,8,2764,305,4904,1362,Color,Gray
175629,2303,2297,806,73743,20,0,0,1,1376,1,0,22,3,61,2,4904,8,79,0,274,0,1,0,45,45,982,4810,4904,1362,Color,Gray
175638,6079,6041,2169,96860,20,0,0,0,1075,1,0,17,65,97,5,4904,57,1,0,96,0,0,0,40,40,2325,1045,4904,1362,Color,Gray
175647,7341,7283,2638,29032,20,0,0,0,1100,1,19,22,3,22,5,4904,15,204,0,74,0,1,0,39,39,2492,6308,4904,1362,Color,Gray
175656,11332,11250,4139,48418,20,0,0,1,430,1,11,1,39,0,0,4904,14,204,0,321,0,1,0,44,44,554,2729,4904,1362,Color,Gray
175665,12592,12501,4609,41675,20,0,0,1,1330,1,28,7,135,41,2,4904,16,204,0,310,0,1,0,11,11,2258,2316,4904,1362,Color,Gray
175674,13047,12956,2,94157,23,0,0,1,1376,0,0,17,2,0,2,4904,46,1,0,321,0,1,0,45,45,1274,4901,4904,1362,Color,Gray
175700,560,555,209,58635,23,0,0,0,1160,0,0,17,0,0,5,4017,15,215,0,116,3,1,0,37,37,543,3199,4017,1362,Color,Cream
175709,3548,3531,2,13117,32,0,0,0,1012,0,0,22,2,22,5,4017,12,141,0,131,3,0,0,29,29,989,1802,4017,1362,Color,Cream
175718,11042,10963,2,78902,23,0,0,0,1012,0,0,22,2,33,5,4017,86,0,2,126,2,1,0,29,29,2335,1650,4017,1362,Color,Cream
175729,558,553,208,58653,32,0,0,1,450,1,23,22,79,22,0,14453,46,199,0,324,0,1,0,33,33,1953,477,14453,1362,Color,Brown
175730,558,553,208,58653,32,0,0,1,450,1,23,22,79,22,0,14453,46,199,0,324,0,1,0,33,33,1953,477,14453,1362,Color,Red
175743,560,555,209,58678,23,0,0,0,1160,0,0,17,0,0,5,4021,0,215,0,116,0,1,0,37,37,543,3199,4021,1362,Color,Gray
175752,560,555,209,58764,23,0,0,0,1160,0,0,17,0,0,5,4021,15,215,0,116,3,1,0,37,37,543,3199,4021,1362,Color,Gray
175761,3548,3531,2,13144,32,0,0,0,1012,0,0,22,2,22,5,4021,0,141,0,131,0,0,0,29,29,989,1802,4021,1362,Color,Gray
175860,626,621,231,58746,27,0,0,0,919,0,19,1,0,22,4,9764,4,79,0,302,3,1,0,5,5,2875,5514,9764,1362,Color,Yellow
175861,626,621,231,58746,27,0,0,0,919,0,19,1,0,22,4,9764,4,79,0,302,3,1,0,5,5,2875,5514,9764,1362,Color,Brown
175884,627,622,2,58977,32,0,0,0,1012,0,11,17,2,22,5,10131,16,79,0,310,0,1,0,8,8,2764,305,10131,1362,Color,Red
175893,8607,8546,2,36985,20,0,0,1,560,0,0,17,2,22,0,10131,10,104,0,239,0,1,0,16,16,0,0,10131,1362,Color,Red
175902,10257,10187,2,36502,20,0,0,1,1376,0,0,5,2,97,2,10131,10,104,0,169,0,1,0,29,29,502,1724,10131,1362,Color,Red
175911,627,622,2,58980,32,0,0,0,1012,0,11,17,2,22,5,10129,16,79,0,310,0,1,0,8,8,2764,305,10129,1362,Color,Purple
175919,8607,8546,2,36972,20,0,0,1,560,0,0,17,2,22,0,10129,10,104,0,239,0,1,0,16,16,0,0,10129,1362,Color,Purple
175927,10257,10187,2,36497,20,0,0,1,1376,0,0,5,2,97,2,10129,10,104,0,169,0,1,0,29,29,502,1724,10129,1362,Color,Purple
175935,10250,10180,3710,38682,20,0,0,1,1340,0,0,1,0,0,2,10129,57,141,0,267,0,1,0,42,42,73,1895,10129,1362,Color,Purple
175943,627,622,2,58999,32,0,0,0,1012,0,11,17,2,22,5,9931,17,79,0,310,0,1,0,8,8,2764,305,9931,1362,Color,Brown
175951,627,622,2,59025,32,0,0,0,1012,0,11,17,2,22,5,9931,17,79,0,310,0,1,0,8,8,2764,305,9931,1362,Color,Brown
175959,1101,1095,2,64517,32,0,0,0,1012,0,0,17,2,22,5,9931,0,79,0,299,0,1,0,40,40,1547,1016,9931,1362,Color,Brown
175967,1185,1179,2,56533,20,0,0,1,1376,0,0,17,2,22,2,9931,6,215,0,343,0,1,0,19,19,1607,2949,9931,1362,Color,Brown
175975,2197,2191,2,65431,32,0,0,0,1012,0,0,5,2,97,5,9931,17,79,0,115,0,1,0,29,29,1110,1611,9931,1362,Color,Brown
175983,2303,2297,806,75187,20,0,0,1,1376,1,0,22,3,61,2,9931,6,79,0,96,0,1,0,45,45,982,4810,9931,1362,Color,Brown
175991,2722,2713,2,72008,20,0,0,2,222,0,0,17,2,0,0,9931,35,121,0,264,0,1,0,37,37,564,3121,9931,1362,Color,Brown
175999,4114,4098,1450,10291,20,0,0,1,1376,1,11,17,68,22,2,9931,5,82,0,253,0,1,0,6,6,545,6176,9931,1362,Color,Brown
176007,5446,5412,1948,27951,32,0,0,1,1376,1,0,1,3,0,2,9931,17,79,0,179,0,1,0,44,44,2350,2752,9931,1362,Color,Brown
176015,9546,9479,3486,82446,20,0,0,0,988,1,11,1,3,0,5,9931,8,121,0,277,0,1,0,17,17,34,3239,9931,1362,Color,Brown
176023,9546,9479,3486,82451,20,0,0,0,988,1,11,1,3,0,5,9931,8,121,0,277,2,1,0,17,17,34,3239,9931,1362,Color,Brown
176031,13124,13033,4821,68451,20,0,0,1,533,1,19,17,39,0,0,9931,35,121,0,188,0,1,0,11,11,316,2534,9931,1362,Color,Brown
176040,627,622,2,59004,32,0,0,0,1012,0,11,17,2,22,5,9932,17,79,0,310,0,1,0,8,8,2764,305,9932,1362,Color,White
176049,1101,1095,2,64499,32,0,0,0,1012,0,0,17,2,22,5,9932,0,79,0,299,0,1,0,40,40,1547,1016,9932,1362,Color,White
176058,2303,2297,806,75189,20,0,0,1,1376,1,0,22,3,61,2,9932,6,79,0,96,0,1,0,45,45,982,4810,9932,1362,Color,White
176067,2303,2297,806,75209,20,0,0,1,1376,1,0,22,3,61,2,9932,6,79,0,96,2,1,0,45,45,982,4810,9932,1362,Color,White
176076,2722,2713,2,72014,20,0,0,2,222,0,0,17,2,0,0,9932,35,121,0,264,0,1,0,37,37,564,3121,9932,1362,Color,White
176085,3883,3864,2,2627,20,0,0,1,485,0,0,5,2,97,0,9932,0,215,0,2,0,1,0,16,16,526,4057,9932,1362,Color,White
176094,4114,4098,1450,10277,20,0,0,1,1376,1,11,17,68,22,2,9932,5,82,0,253,0,1,0,6,6,545,6176,9932,1362,Color,White
176103,5446,5412,1948,27945,32,0,0,1,1376,1,0,1,3,0,2,9932,17,79,0,179,0,1,0,44,44,2350,2752,9932,1362,Color,White
176112,9546,9479,3486,82445,20,0,0,0,988,1,11,1,3,0,5,9932,8,121,0,277,0,1,0,17,17,34,3239,9932,1362,Color,White
176121,11606,11524,2,44201,20,0,0,0,919,0,34,7,2,41,4,9932,3,204,2,30,0,0,0,26,26,261,4269,9932,1362,Color,White
176130,13124,13033,4821,68450,20,0,0,1,533,1,19,17,39,0,0,9932,35,121,0,188,0,1,0,11,11,316,2534,9932,1362,Color,White
176144,635,630,2,59010,20,0,0,1,1376,0,0,1,2,0,2,10359,1,0,0,274,3,0,0,6,6,1600,5631,10359,1362,Color,Blue
176152,635,630,2,59010,20,0,0,1,1376,0,0,1,2,0,2,10359,1,0,0,274,3,0,0,6,6,1600,5631,10359,1362,Color,White
176166,635,630,2,59260,20,0,0,1,1376,0,0,1,2,0,2,10359,0,0,0,274,4,0,0,6,6,1600,5631,10359,1362,Color,Blue
176174,635,630,2,59260,20,0,0,1,1376,0,0,1,2,0,2,10359,0,0,0,274,4,0,0,6,6,1600,5631,10359,1362,Color,White
176188,635,630,2,59340,20,0,0,1,1376,0,0,1,2,0,2,10359,0,0,0,274,1,0,0,6,6,1600,5631,10359,1362,Color,Blue
176196,635,630,2,59340,20,0,0,1,1376,0,0,1,2,0,2,10359,0,0,0,274,1,0,0,6,6,1600,5631,10359,1362,Color,White
176210,1435,1432,2,63923,20,0,0,0,968,0,0,17,2,22,5,10359,0,226,0,332,0,1,0,24,24,178,3480,10359,1362,Color,Blue
176218,1435,1432,2,63923,20,0,0,0,968,0,0,17,2,22,5,10359,0,226,0,332,0,1,0,24,24,178,3480,10359,1362,Color,White
176232,1878,1871,2,10663,20,0,0,0,910,0,0,5,2,97,4,10359,11,12,0,41,2,1,0,24,24,1084,3549,10359,1362,Color,Blue
176240,1878,1871,2,10663,20,0,0,0,910,0,0,5,2,97,4,10359,11,12,0,41,2,1,0,24,24,1084,3549,10359,1362,Color,White
176254,1984,1976,693,20480,32,0,0,1,180,1,34,8,90,22,0,10359,1,215,0,343,0,1,0,44,44,2219,2784,10359,1362,Color,Blue
176262,1984,1976,693,20480,32,0,0,1,180,1,34,8,90,22,0,10359,1,215,0,343,0,1,0,44,44,2219,2784,10359,1362,Color,White
176276,2340,2333,2,75014,20,0,0,1,1376,0,0,5,2,97,2,10359,2,79,0,310,3,1,0,45,45,1274,4913,10359,1362,Color,Blue
176284,2340,2333,2,75014,20,0,0,1,1376,0,0,5,2,97,2,10359,2,79,0,310,3,1,0,45,45,1274,4913,10359,1362,Color,White
176298,2600,2591,2,17473,32,0,0,1,1376,0,23,17,2,22,2,10359,68,182,0,105,3,1,0,12,12,2531,2094,10359,1362,Color,Blue
176306,2600,2591,2,17473,32,0,0,1,1376,0,23,17,2,22,2,10359,68,182,0,105,3,1,0,12,12,2531,2094,10359,1362,Color,White
176320,3302,3290,2,17011,20,0,0,1,1340,0,0,22,2,22,2,10359,13,0,0,52,0,1,0,6,6,2539,5926,10359,1362,Color,Blue
176328,3302,3290,2,17011,20,0,0,1,1340,0,0,22,2,22,2,10359,13,0,0,52,0,1,0,6,6,2539,5926,10359,1362,Color,White
176342,3302,3290,2,17238,20,0,0,1,1340,0,0,22,2,22,2,10359,1,0,0,96,3,1,0,6,6,2539,5926,10359,1362,Color,Blue
176350,3302,3290,2,17238,20,0,0,1,1340,0,0,22,2,22,2,10359,1,0,0,96,3,1,0,6,6,2539,5926,10359,1362,Color,White
176364,3525,3508,2,9916,20,0,0,1,586,0,0,22,2,22,0,10359,0,0,0,63,4,1,0,45,45,2504,5053,10359,1362,Color,Blue
176372,3525,3508,2,9916,20,0,0,1,586,0,0,22,2,22,0,10359,0,0,0,63,4,1,0,45,45,2504,5053,10359,1362,Color,White
